2024-06-26,1142,1,4,0,0,0
2024-06-26,563,1,7,1,1,1
2024-06-26,563,1,7,1,1,1
2024-06-26,230,1,2,1,8,3
2024-06-26,995,3,0,0,0,0
2024-06-26,709,4,2,0,0,1
2024-06-26,382,2,0,0,0,0
2024-06-26,1023,9,7,0,0,0
2024-06-25,176,5,1,0,3,0
2024-06-25,228,0,1,0,0,0
2024-06-25,1903,2,11,0,0,6
2024-06-25,269,8,4,0,0,1
2024-06-25,622,9,11,0,0,0
2024-06-25,310,0,15,0,0,0
2024-06-25,219,2,9,0,0,0
2024-06-25,1194,2,27,1,0,6
2024-06-25,1209,2,4,0,0,0
2024-06-25,2040,0,3,0,0,0
2024-06-24,255,1,2,1,2,2
2024-06-24,155,1,3,0,0,0
2024-06-24,71,0,0,0,0,0
2024-06-24,893,3,4,0,0,0
2024-06-24,2670,20,18,0,1,0
2024-06-24,2670,20,18,0,1,0
